,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
071518_37 green_LineProfile_4.tif,18.15,19.68,19.0,0.008959,0.006829,30.38,3
071518_37 green_LineProfile_5.tif,41.83,43.37,43.0,0.01852,0.01498,34.15,3
071518_37 green_LineProfile_6.tif,103.1,111.9,108.0,0.01692,0.06401,32.58,14
071518_37 green_LineProfile_7.tif,41.85,43.32,43.0,0.0139,0.0117,46.51,4
071518_37 green_LineProfile_8.tif,10.06,69.83,43.0,0.06737,1.685,59.94,3
071518_38 green_LineProfile_2.tif,80.5,120.0,83.0,0.08936,1.555,53.04,7
071518_38 green_LineProfile_3.tif,93.07,114.9,101.0,0.02076,0.1981,30.53,12
071518_38 green_LineProfile_4.tif,82.06,120.0,83.0,0.03955,0.5183,54.37,9
071518_38 green_LineProfile_5.tif,81.1,83.78,83.0,0.01358,0.01507,59.7,6
071518_38 green_LineProfile_6.tif,79.93,83.43,83.0,0.011,0.01303,39.8,7
071518_38 green_LineProfile_7.tif,67.2,82.97,78.0,0.03926,0.23,91.5,3
071518_38 green_LineProfile_8.tif,61.69,82.82,78.0,0.06125,0.492,75.34,6
071718_12 green_LineProfile_1.tif,47.22,89.66,78.0,0.04101,1.017,67.62,3
071718_12 green_LineProfile_2.tif,45.56,87.88,78.0,0.03372,0.8923,63.51,2
071718_12 green_LineProfile_3.tif,9.485,20.13,16.0,0.01174,0.05948,50.53,4
071718_12 green_LineProfile_4.tif,1.0,38.78,30.0,0.02161,0.3467,48.63,1
071718_12 green_LineProfile_5.tif,1.0,103.0,77.0,0.02524,1.328,100.0,1
071718_12 green_LineProfile_6.tif,68.78,103.0,97.0,0.03188,0.7261,61.1,5
071718_12 green_LineProfile_7.tif,74.9,103.0,96.0,0.02586,0.4687,88.93,9
071718_12 green_LineProfile_8.tif,86.35,103.0,97.0,0.009445,0.1024,98.65,3
071718_13 green_LineProfile_1.tif,28.43,33.54,30.0,0.01031,0.03226,41.06,4
071718_13 green_LineProfile_2.tif,27.3,86.0,31.0,0.02113,0.4779,97.72,3
