,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
060117_14 green_LineProfile_8.tif,57.35,60.64,60.0,0.01006,0.01918,66.34,5
060117_17 green_LineProfile_1.tif,30.15,55.63,38.0,0.09115,1.315,82.25,2
060117_17 green_LineProfile_2.tif,23.01,55.06,45.0,0.09617,1.982,84.99,2
060117_17 green_LineProfile_3.tif,20.4,54.67,42.0,0.08684,1.896,89.14,1
060117_17 green_LineProfile_4.tif,20.04,55.81,42.0,0.1105,2.655,95.45,1
060117_17 green_LineProfile_5.tif,21.74,56.42,46.0,0.1048,2.232,87.75,1
060117_17 green_LineProfile_6.tif,19.26,57.39,38.0,0.122,3.142,85.12,1
060117_17 green_LineProfile_7.tif,19.24,56.65,38.0,0.139,3.688,86.1,1
060117_17 green_LineProfile_8.tif,20.73,56.55,38.0,0.1057,2.524,92.09,1
060117_18 green_LineProfile_1.tif,31.15,87.0,71.0,0.5868,17.03,100.0,1
060117_18 green_LineProfile_2.tif,30.97,67.95,46.0,0.2804,7.648,85.61,2
060117_18 green_LineProfile_3.tif,30.94,64.12,41.0,0.2244,5.385,89.39,1
060117_18 green_LineProfile_4.tif,30.42,62.5,45.0,0.2732,7.086,93.11,1
060117_18 green_LineProfile_5.tif,30.26,60.84,38.0,0.2117,4.967,94.42,3
060117_18 green_LineProfile_6.tif,24.52,61.37,46.0,0.1684,4.222,90.11,2
060117_18 green_LineProfile_7.tif,20.46,59.98,34.0,0.1277,3.426,93.83,1
060117_18 green_LineProfile_8.tif,20.29,60.66,34.0,0.1927,5.642,95.1,2
060617_12 green_LineProfile_1.tif,1.0,62.71,26.0,0.07853,2.369,78.01,1
060617_12 green_LineProfile_2.tif,1.0,29.91,26.0,0.05788,0.7437,34.23,1
060617_12 green_LineProfile_3.tif,1.0,23.91,5.0,0.05973,0.733,49.75,1
060617_12 green_LineProfile_4.tif,1.0,12.84,3.0,0.0996,0.6062,31.29,1
060617_12 green_LineProfile_5.tif,1.0,20.87,3.0,0.1666,1.195,38.96,1
060617_12 green_LineProfile_6.tif,2.019,20.64,14.0,0.0709,0.7503,50.75,1
060617_12 green_LineProfile_7.tif,1.0,12.78,11.0,0.04934,0.3555,53.45,1
060617_13 green_LineProfile_1.tif,2.806,5.681,5.0,0.01826,0.04066,32.62,1
060617_13 green_LineProfile_2.tif,2.796,8.203,6.0,0.03069,0.07328,33.41,2
060617_13 green_LineProfile_3.tif,14.94,26.75,18.0,0.03978,0.2445,37.36,5
060617_13 green_LineProfile_4.tif,68.81,82.64,79.0,0.03338,0.3031,29.7,18
060617_13 green_LineProfile_5.tif,68.71,85.0,73.0,0.06095,0.549,28.63,15
060617_13 green_LineProfile_6.tif,2.335,23.0,3.0,0.08906,0.9384,31.78,2
060617_13 green_LineProfile_7.tif,4.599,33.8,11.0,0.07699,1.242,46.33,2
060617_13 green_LineProfile_8.tif,5.202,23.0,11.0,0.05583,0.5305,30.55,2
060617_14 green_LineProfile_1.tif,48.53,50.65,49.0,0.04222,0.059,13.86,16
060617_14 green_LineProfile_2.tif,61.3,67.82,63.0,0.03019,0.09049,24.0,17
060617_14 green_LineProfile_3.tif,57.32,60.29,59.0,0.03441,0.05246,29.77,11
060617_14 green_LineProfile_4.tif,34.19,42.53,36.0,0.04653,0.2365,23.52,9
060617_14 green_LineProfile_5.tif,51.6,60.93,59.0,0.04991,0.2932,36.31,15
060617_14 green_LineProfile_6.tif,43.09,60.42,45.0,0.03319,0.2269,37.15,9
060617_14 green_LineProfile_7.tif,43.0,73.04,50.0,0.06512,1.098,61.79,7
060617_14 green_LineProfile_8.tif,34.13,68.54,42.0,0.06311,1.225,86.59,5
060717_12 green_LineProfile_1.tif,53.31,69.74,56.0,0.02194,0.1945,49.57,13
060717_12 green_LineProfile_2.tif,45.4,74.75,56.0,0.03022,0.5333,87.27,10
060717_12 green_LineProfile_3.tif,49.79,60.66,56.0,0.02242,0.09089,34.75,15
060717_12 green_LineProfile_4.tif,16.57,20.43,19.0,0.01359,0.03392,65.01,6
060717_12 green_LineProfile_5.tif,7.41,14.95,12.0,0.02857,0.1448,32.96,2
060717_12 green_LineProfile_6.tif,2.244,20.54,16.0,0.03413,0.4219,62.25,2
060717_12 green_LineProfile_7.tif,1.0,20.37,3.0,0.03426,0.4039,65.06,1
060717_12 green_LineProfile_8.tif,1.0,20.55,3.0,0.07723,0.8909,64.26,1
060717_13 green_LineProfile_2.tif,39.08,62.71,56.0,0.06837,1.103,47.6,10
060717_13 green_LineProfile_3.tif,55.44,61.92,61.0,0.02289,0.08572,22.7,16
060717_13 green_LineProfile_4.tif,8.589,11.42,9.0,0.01066,0.02304,34.11,4
060717_13 green_LineProfile_5.tif,45.62,46.71,46.0,0.03246,0.01763,48.53,3
060717_13 green_LineProfile_6.tif,2.302,11.29,9.0,0.009252,0.03689,36.09,2
060717_13 green_LineProfile_7.tif,2.599,5.372,3.0,0.006964,0.01015,47.62,2
060717_13 green_LineProfile_8.tif,2.002,6.671,3.0,0.02301,0.06567,69.32,2
060717_14 green_LineProfile_1.tif,35.08,46.61,36.0,0.03081,0.1336,35.4,8
060717_14 green_LineProfile_2.tif,1.0,19.36,8.0,0.03497,0.3647,53.29,1
060717_14 green_LineProfile_3.tif,1.0,14.74,9.0,0.02196,0.1521,58.35,1
060717_14 green_LineProfile_4.tif,1.0,14.82,2.0,0.0807,0.6933,49.83,1
060717_14 green_LineProfile_5.tif,1.0,19.48,11.0,0.09783,1.157,45.23,1
060717_14 green_LineProfile_6.tif,1.0,16.88,4.0,0.09748,1.066,45.58,1
060717_14 green_LineProfile_7.tif,1.0,14.9,2.0,0.07109,0.6316,53.03,1
060717_14 green_LineProfile_8.tif,1.051,14.13,4.0,0.06721,0.4234,55.91,1
060717_15a green_LineProfile_1.tif,65.55,67.46,66.0,0.007074,0.008482,53.04,4
060717_15a green_LineProfile_2.tif,89.47,94.52,94.0,0.005635,0.01047,28.99,11
060717_15a green_LineProfile_3.tif,67.28,69.33,69.0,0.005637,0.007157,21.31,3
060717_15a green_LineProfile_4.tif,80.6,82.24,81.0,0.005804,0.007182,19.12,9
060717_15a green_LineProfile_5.tif,80.02,82.69,82.0,0.01352,0.02403,26.28,9
060717_15a green_LineProfile_6.tif,64.03,76.7,73.0,0.01217,0.07012,51.3,3
060717_15a green_LineProfile_7.tif,61.95,63.68,63.0,0.006184,0.0056,46.7,2
060717_15a green_LineProfile_8.tif,1.538,2.464,2.0,0.01266,0.005864,56.69,1
060717_16a green_LineProfile_1.tif,16.03,18.37,18.0,0.005755,0.00649,33.27,5
060717_16a green_LineProfile_2.tif,63.74,64.32,64.0,0.005652,0.001633,21.24,9
060717_16a green_LineProfile_3.tif,39.9,45.2,44.0,0.007659,0.02384,26.49,11
060717_16a green_LineProfile_4.tif,17.73,20.4,18.0,0.006836,0.005885,35.78,1
060717_16a green_LineProfile_5.tif,17.54,18.53,18.0,0.005919,0.002938,87.01,3
060717_16a green_LineProfile_6.tif,76.89,77.17,77.0,0.002511,0.0003437,42.87,6
060717_16a green_LineProfile_7.tif,49.98,51.22,51.0,0.006344,0.004039,60.4,4
060717_16a green_LineProfile_8.tif,22.43,28.16,25.0,0.0133,0.03483,16.77,4
060717_17a green_LineProfile_1.tif,1.0,1.432,1.0,0.007125,0.001541,62.59,1
060717_17a green_LineProfile_2.tif,41.95,42.06,42.0,0.001393,7.3e-05,100.0,1
060717_17a green_LineProfile_3.tif,87.92,89.63,89.0,0.01017,0.009536,20.2,20
060717_17a green_LineProfile_4.tif,39.27,60.8,50.0,0.02172,0.2562,35.54,4
060717_17a green_LineProfile_5.tif,44.21,50.55,49.0,0.01618,0.05639,21.85,13
060717_17a green_LineProfile_6.tif,44.03,62.98,45.0,0.01948,0.2125,39.72,6
060717_17a green_LineProfile_7.tif,21.91,86.96,57.0,0.02974,1.052,88.89,1
060717_17a green_LineProfile_8.tif,34.11,94.81,57.0,0.02024,0.6923,86.05,5
060717_18 green_LineProfile_1.tif,61.13,80.95,75.0,0.1798,2.092,44.57,13
060717_18 green_LineProfile_2.tif,41.18,80.8,70.0,0.14,3.004,65.15,7
060717_18 green_LineProfile_3.tif,24.11,82.61,70.0,0.1292,4.575,92.1,9
060717_18 green_LineProfile_4.tif,41.09,80.89,70.0,0.112,2.615,62.66,8
060717_18 green_LineProfile_5.tif,1.0,86.0,36.0,0.07386,3.777,100.0,1
060717_18 green_LineProfile_6.tif,33.03,76.85,54.0,0.07362,1.795,54.49,2
060717_18 green_LineProfile_7.tif,35.12,64.74,54.0,0.08508,1.365,48.64,5
060717_18 green_LineProfile_8.tif,1.0,27.37,19.0,0.1199,1.759,55.57,1
060717_19 green_LineProfile_1.tif,67.43,86.0,81.0,0.1693,1.688,40.55,16
060717_19 green_LineProfile_2.tif,11.01,25.58,17.0,0.1143,0.8979,40.19,4
060717_19 green_LineProfile_3.tif,6.284,20.86,9.0,0.1165,0.6154,50.92,3
060717_19 green_LineProfile_4.tif,13.57,16.55,14.0,0.008447,0.01191,68.67,6
060717_19 green_LineProfile_5.tif,,,,,,,1
060717_19 green_LineProfile_6.tif,2.589,4.301,3.0,0.008745,0.008944,73.1,2
060717_19 green_LineProfile_7.tif,3.027,4.234,4.0,0.01858,0.01122,84.83,1
060717_19 green_LineProfile_8.tif,2.715,4.272,3.0,0.01934,0.02472,53.12,2
060717_110 green_LineProfile_1.tif,77.36,83.58,78.0,0.07662,0.2604,43.3,13
060717_110 green_LineProfile_2.tif,54.08,56.66,56.0,0.04122,0.0554,50.15,1
060717_110 green_LineProfile_3.tif,52.83,54.78,54.0,0.0189,0.01982,18.89,2
060717_110 green_LineProfile_4.tif,55.11,66.45,58.0,0.02509,0.09494,52.04,14
060717_110 green_LineProfile_5.tif,31.24,50.33,33.0,0.02998,0.2849,37.96,8
060717_110 green_LineProfile_6.tif,26.1,50.88,47.0,0.06825,0.9774,37.74,2
060717_110 green_LineProfile_7.tif,1.0,25.8,13.0,0.123,1.671,41.01,1
060717_110 green_LineProfile_8.tif,1.0,25.86,15.0,0.2369,3.097,46.07,1
