,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
060617_23 green_LineProfile_3.tif,34.71,62.99,41.0,0.06929,1.177,98.29,3
060617_23 green_LineProfile_4.tif,31.84,56.6,41.0,0.06504,0.9773,56.1,4
060617_23 green_LineProfile_5.tif,1.0,51.23,25.0,0.1108,3.949,100.0,1
060617_23 green_LineProfile_6.tif,1.0,47.79,24.0,0.1076,3.576,98.48,1
060617_23 green_LineProfile_7.tif,1.0,51.5,25.0,0.1261,4.446,100.0,1
060617_23 green_LineProfile_8.tif,1.0,53.18,31.0,0.1352,4.626,100.0,1
060617_24 green_LineProfile_1.tif,57.03,79.0,79.0,0.1354,1.596,83.25,6
060617_24 green_LineProfile_2.tif,61.3,79.0,79.0,0.09552,0.885,90.32,2
060617_24 green_LineProfile_3.tif,66.68,79.0,79.0,0.03828,0.2185,68.45,2
060617_24 green_LineProfile_4.tif,1.0,2.597,1.0,0.008288,0.01052,100.0,1
060617_24 green_LineProfile_5.tif,1.0,2.326,1.0,0.04147,0.02762,100.0,1
060617_24 green_LineProfile_6.tif,1.0,2.09,1.0,0.01385,0.00795,100.0,1
060617_24 green_LineProfile_7.tif,,,,,,,1
060617_24 green_LineProfile_8.tif,1.0,2.101,1.0,0.02025,0.01063,100.0,1
060617_27 green_LineProfile_1.tif,13.44,40.4,26.0,0.1177,1.962,90.39,4
060617_27 green_LineProfile_2.tif,10.07,58.0,24.0,0.1942,4.47,98.16,3
060617_27 green_LineProfile_3.tif,4.64,38.97,24.0,0.2039,3.78,87.95,1
060617_27 green_LineProfile_4.tif,2.459,46.6,23.0,0.2386,6.091,92.79,1
060617_27 green_LineProfile_5.tif,1.0,46.3,21.0,0.2361,6.128,93.74,1
060617_27 green_LineProfile_6.tif,1.0,40.46,16.0,0.199,4.927,96.82,1
060617_27 green_LineProfile_7.tif,1.0,40.21,17.0,0.2393,5.405,96.45,1
060617_27 green_LineProfile_8.tif,1.0,35.99,20.0,0.1927,4.4,98.03,1
060617_28 green_LineProfile_1.tif,24.71,62.0,49.0,0.1811,4.071,89.57,2
060617_28 green_LineProfile_2.tif,38.86,62.0,48.0,0.1368,1.848,81.1,6
060617_28 green_LineProfile_3.tif,39.44,62.0,61.0,0.1488,2.255,70.53,4
060617_28 green_LineProfile_4.tif,23.43,62.0,47.0,0.2195,2.904,88.61,3
060617_28 green_LineProfile_5.tif,39.25,62.0,49.0,0.2192,1.554,55.71,5
060617_28 green_LineProfile_6.tif,8.312,62.0,21.0,0.2159,6.477,99.75,3
060617_28 green_LineProfile_7.tif,8.141,62.0,45.0,0.3283,8.849,99.74,2
060617_28 green_LineProfile_8.tif,7.986,62.0,50.0,0.253,7.039,100.0,1
060617_29 green_LineProfile_1.tif,41.8,61.92,61.0,0.13,1.192,54.16,9
060617_29 green_LineProfile_2.tif,51.11,62.0,60.0,0.09646,0.5559,23.47,9
060617_29 green_LineProfile_3.tif,41.03,62.0,56.0,0.206,3.097,58.45,5
060617_29 green_LineProfile_4.tif,1.0,35.15,30.0,0.2474,4.812,55.88,1
060617_29 green_LineProfile_5.tif,1.008,35.39,24.0,0.3613,7.752,60.63,1
060617_29 green_LineProfile_6.tif,1.355,35.32,30.0,0.4586,8.527,62.58,1
060617_29 green_LineProfile_7.tif,1.0,35.29,30.0,0.5699,13.14,61.69,1
060617_29 green_LineProfile_8.tif,2.191,35.08,26.0,0.3532,7.39,64.34,2
