,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
120817_111_green_LineProfile_4.tif,8.629,9.287,9,0.01793,0.005898,100,1
120817_111_green_LineProfile_5.tif,1,3.404,3,0.03548,0.03386,98.25,1
120817_111_green_LineProfile_6.tif,1,3.841,3,0.07244,0.1296,41.92,1
120817_12 _green_LineProfile_1.tif,63.08,84,79,0.02791,0.3086,79.73,8
120817_12 _green_LineProfile_2.tif,74.09,78.87,77,0.00861,0.01816,85.86,3
120817_12 _green_LineProfile_3.tif,45,46.26,46,0.002561,0.001654,52.19,2
120817_12 _green_LineProfile_4.tif,1,1.77,1,0.02386,0.009186,67.04,1
120817_12 _green_LineProfile_5.tif,1,3.159,1,0.01868,0.01293,22.92,1
120817_12 _green_LineProfile_6.tif,35.18,58.35,52,0.03199,0.4107,58.24,12
120817_12 _green_LineProfile_7.tif,32.31,58.53,52,0.02568,0.3518,69.01,8
120817_13 _green_LineProfile_1.tif,73.07,105,100,0.04892,0.9635,87.67,14
120817_13 _green_LineProfile_3.tif,73.17,105,98,0.03268,0.5644,74.51,8
120817_13 _green_LineProfile_4.tif,37.05,46.84,44,0.01762,0.06847,52.06,7
120817_13 _green_LineProfile_5.tif,2.425,6.42,3,0.01429,0.02984,65.79,1
120817_13 _green_LineProfile_6.tif,35,44.92,36,0.006017,0.02579,33.51,13
120817_13 _green_LineProfile_7.tif,22.37,44.72,26,0.01733,0.1925,70.5,7
120817_13 _green_LineProfile_8.tif,30.31,44.87,41,0.01824,0.1452,90.65,7
120817_15 _green_LineProfile_1.tif,1,34.82,25,0.3795,7.818,52.67,1
120817_15 _green_LineProfile_2.tif,55.05,89.67,67,0.3572,7.167,49.73,5
120817_15 _green_LineProfile_3.tif,41.68,92.39,67,0.3046,8.763,54.96,2
120817_15 _green_LineProfile_4.tif,41.42,92.68,67,0.1894,5.943,56.67,2
120817_15 _green_LineProfile_5.tif,54.45,89.84,64,0.1385,3.282,49.12,6
120817_15 _green_LineProfile_6.tif,54.26,89.78,70,0.1371,3.125,48.96,6
120817_15 _green_LineProfile_7.tif,43.31,89.83,70,0.08486,2.374,59.19,2
120817_15 _green_LineProfile_8.tif,41.59,92.48,70,0.09252,2.891,63.81,2
120817_16 _green_LineProfile_1.tif,113.6,114.7,114,0.01055,0.005744,46.86,6
120817_16 _green_LineProfile_2.tif,1,2.605,2,0.007896,0.007788,90.2,1
120817_16 _green_LineProfile_3.tif,1,2.419,2,0.004841,0.004465,100,1
120817_16 _green_LineProfile_4.tif,1,3,1,0.00636,0.005923,93.5,1
120817_16 _green_LineProfile_5.tif,1,4.771,4,0.004772,0.01064,59.15,1
120817_16 _green_LineProfile_6.tif,1,5.37,1,0.00641,0.01906,35.62,1
120817_16 _green_LineProfile_7.tif,107.4,116,114,0.01584,0.08322,64.24,10
120817_16 _green_LineProfile_8.tif,75.22,116,103,0.03442,0.8161,81.41,9
120817_17 _green_LineProfile_1.tif,17.24,52.95,33,0.05695,1.141,46.54,3
120817_17 _green_LineProfile_2.tif,9.232,55.4,33,0.05184,1.342,48.22,2
120817_17 _green_LineProfile_3.tif,75.17,116,104,0.06648,1.948,50.58,8
120817_17 _green_LineProfile_4.tif,75.73,116,115,0.05131,1.432,54.17,8
120817_17 _green_LineProfile_5.tif,75.44,116,104,0.04016,1.004,56.1,11
120817_17 _green_LineProfile_6.tif,87.48,116,101,0.03201,0.6274,44.33,13
120817_17 _green_LineProfile_7.tif,96.25,116,114,0.02031,0.2218,37.87,13
120817_17 _green_LineProfile_8.tif,98.45,103.8,101,0.01143,0.03426,17.32,18
120817_19 _green_LineProfile_2.tif,26.16,27.93,27,0.08089,0.07154,11.16,8
