,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
111816-15 ChanA_LineProfile_7.tif,77.48,104.5,81.0,0.0182,0.377,42.95,17
111816-15 ChanA_LineProfile_8.tif,65.41,103.4,91.0,0.0237,0.3711,62.46,14
112816-12 ChanA - v1_LineProfile_1.tif,68.43,113.0,84.0,0.02511,0.6355,81.04,7
112816-12 ChanA - v1_LineProfile_2.tif,80.89,100.6,95.0,0.01454,0.1397,58.74,8
112816-12 ChanA - v1_LineProfile_3.tif,63.23,113.0,71.0,0.02268,0.8309,86.0,8
112816-12 ChanA - v1_LineProfile_4.tif,63.31,110.8,88.0,0.1459,3.108,96.76,6
112816-12 ChanA - v1_LineProfile_5.tif,63.24,113.0,88.0,0.1476,2.424,95.75,7
112816-12 ChanA - v1_LineProfile_6.tif,63.66,110.9,94.0,0.05006,1.496,95.0,6
112816-12 ChanA - v1_LineProfile_7.tif,69.09,110.8,103.0,0.03929,1.05,91.25,7
112816-12 ChanA - v1_LineProfile_8.tif,72.31,106.0,88.0,0.02941,0.653,70.02,11
112816-12 ChanA - v2_LineProfile_1.tif,18.07,30.78,26.0,0.05534,0.3148,38.94,4
112816-12 ChanA - v2_LineProfile_2.tif,18.51,52.76,26.0,0.05478,0.754,88.09,3
112816-12 ChanA - v2_LineProfile_3.tif,16.52,64.24,22.0,0.0562,1.568,98.38,5
112816-12 ChanA - v2_LineProfile_4.tif,57.99,61.83,59.0,0.01641,0.03635,19.97,12
112816-12 ChanA - v2_LineProfile_5.tif,9.829,63.84,28.0,0.05717,1.65,95.56,3
112816-12 ChanA - v2_LineProfile_6.tif,11.44,61.11,29.0,0.04441,1.238,95.62,3
112816-12 ChanA - v2_LineProfile_7.tif,57.41,65.43,64.0,0.02278,0.09771,27.62,12
112816-12 ChanA - v2_LineProfile_8.tif,3.26,12.57,5.0,0.02682,0.1054,65.09,2
112816-13 ChanA - v1_LineProfile_2.tif,10.17,112.0,104.0,0.08113,3.785,97.63,3
112816-13 ChanA - v1_LineProfile_3.tif,41.26,112.0,107.0,0.06009,2.662,80.73,4
112816-13 ChanA - v1_LineProfile_4.tif,2.496,112.0,103.0,0.09015,3.848,100.0,2
112816-13 ChanA - v1_LineProfile_5.tif,41.12,112.0,99.0,0.05421,2.25,78.01,3
112816-13 ChanA - v1_LineProfile_6.tif,41.04,112.0,103.0,0.0384,1.562,74.35,3
112816-13 ChanA - v1_LineProfile_7.tif,41.31,112.0,107.0,0.02294,0.8635,69.16,4
112816-13 ChanA - v2_LineProfile_1.tif,3.361,7.733,5.0,0.06411,0.0979,26.29,2
112816-13 ChanA - v2_LineProfile_2.tif,23.43,31.63,30.0,0.03789,0.159,31.11,5
112816-13 ChanA - v2_LineProfile_3.tif,18.01,20.14,19.0,0.0304,0.03134,20.18,6
112816-13 ChanA - v2_LineProfile_4.tif,23.33,32.0,30.0,0.03793,0.2091,22.7,5
112816-13 ChanA - v2_LineProfile_5.tif,38.0,47.77,42.0,0.04206,0.1457,22.37,8
112816-13 ChanA - v2_LineProfile_6.tif,3.001,24.18,10.0,0.07885,0.5075,55.45,1
112816-13 ChanA - v2_LineProfile_7.tif,3.069,15.9,10.0,0.06189,0.3368,61.66,2
112816-13 ChanA - v2_LineProfile_8.tif,3.582,12.0,11.0,0.05276,0.2415,49.19,2
112816-14 ChanA - v1_LineProfile_2.tif,27.6,114.0,110.0,0.03513,0.7974,85.68,5
112816-14 ChanA - v1_LineProfile_3.tif,3.462,20.0,5.0,0.01577,0.1266,20.0,2
112816-14 ChanA - v1_LineProfile_4.tif,89.25,114.0,110.0,0.02928,0.3926,51.74,18
112816-14 ChanA - v1_LineProfile_5.tif,94.18,109.4,108.0,0.03922,0.233,25.56,15
112816-14 ChanA - v1_LineProfile_6.tif,94.15,102.9,101.0,0.02972,0.1147,17.34,20
112816-14 ChanA - v1_LineProfile_7.tif,89.57,102.2,101.0,0.01658,0.121,21.43,15
112816-14 ChanA - v1_LineProfile_8.tif,79.71,101.4,98.0,0.0104,0.08677,26.04,16
112816-14 ChanA - v2_LineProfile_1.tif,62.12,76.3,68.0,0.0769,0.5781,50.24,15
112816-14 ChanA - v2_LineProfile_2.tif,62.13,71.96,63.0,0.06743,0.3604,39.78,13
112816-14 ChanA - v2_LineProfile_3.tif,62.14,75.97,63.0,0.06256,0.3979,45.38,12
112816-14 ChanA - v2_LineProfile_4.tif,61.89,76.63,68.0,0.08903,0.6687,46.82,12
112816-14 ChanA - v2_LineProfile_5.tif,45.27,54.83,52.0,0.04645,0.2398,24.94,9
112816-14 ChanA - v2_LineProfile_6.tif,3.003,25.95,4.0,0.1044,0.5427,51.07,1
112816-14 ChanA - v2_LineProfile_7.tif,3.096,12.75,4.0,0.0305,0.1203,52.1,2
112816-14 ChanA - v2_LineProfile_8.tif,3.375,14.67,9.0,0.02792,0.1476,25.9,2
112916-12 ChanA_LineProfile_2.tif,60.03,82.56,72.0,0.1201,1.84,36.14,7
112916-12 ChanA_LineProfile_3.tif,62.01,82.52,67.0,0.08379,1.249,32.88,8
112916-12 ChanA_LineProfile_4.tif,11.38,27.86,18.0,0.05762,0.6122,37.64,2
112916-12 ChanA_LineProfile_5.tif,13.16,27.88,16.0,0.03774,0.3473,39.43,3
112916-12 ChanA_LineProfile_7.tif,79.02,89.0,82.0,0.03548,0.1794,30.5,9
112916-13 ChanA_LineProfile_2.tif,80.09,90.0,89.0,0.01925,0.1166,19.86,15
112916-13 ChanA_LineProfile_3.tif,12.3,24.98,19.0,0.01962,0.1895,35.43,4
112916-13 ChanA_LineProfile_4.tif,1.642,5.381,5.0,0.004664,0.007783,59.53,1
112916-13 ChanA_LineProfile_6.tif,1.0,1.414,1.0,0.01403,0.002904,66.98,1
112916-14 ChanA_LineProfile_1.tif,1.694,15.6,11.0,0.07463,0.5046,57.41,1
112916-14 ChanA_LineProfile_2.tif,2.029,16.21,9.0,0.06443,0.4088,55.65,1
112916-14 ChanA_LineProfile_3.tif,66.03,90.0,73.0,0.04042,0.406,55.57,4
112916-14 ChanA_LineProfile_4.tif,68.22,90.0,75.0,0.05279,0.578,59.14,3
112916-14 ChanA_LineProfile_5.tif,68.2,90.0,79.0,0.034,0.4045,69.03,5
112916-14 ChanA_LineProfile_6.tif,68.23,90.0,79.0,0.02828,0.3792,62.78,7
112916-14 ChanA_LineProfile_7.tif,73.54,90.0,79.0,0.01565,0.096,54.0,7
112916-14 ChanA_LineProfile_8.tif,64.53,74.43,67.0,0.01728,0.0697,36.54,9
120116-13 ChanA_LineProfile_1.tif,8.023,88.0,85.0,0.3083,14.71,98.81,3
120116-13 ChanA_LineProfile_2.tif,8.235,88.0,78.0,0.564,14.01,99.13,4
120116-13 ChanA_LineProfile_3.tif,8.382,88.0,78.0,0.4009,11.65,99.07,4
120116-13 ChanA_LineProfile_4.tif,8.243,88.0,76.0,0.488,12.42,99.05,4
120116-13 ChanA_LineProfile_5.tif,56.1,88.0,88.0,0.5222,11.53,49.82,6
120116-13 ChanA_LineProfile_6.tif,8.337,88.0,88.0,0.5293,23.63,98.0,4
120116-13 ChanA_LineProfile_7.tif,8.364,88.0,88.0,0.561,25.36,98.08,4
120116-13 ChanA_LineProfile_8.tif,10.14,88.0,88.0,0.5487,24.8,97.88,5
120116-14 ChanA_LineProfile_1.tif,93.58,95.73,95.0,0.04598,0.05228,17.56,14
120116-14 ChanA_LineProfile_2.tif,70.2,76.83,71.0,0.0675,0.1604,32.74,4
120116-14 ChanA_LineProfile_3.tif,70.07,76.84,71.0,0.05897,0.1565,32.5,4
120116-14 ChanA_LineProfile_4.tif,68.24,81.98,71.0,0.04321,0.1956,52.27,3
