,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
092617_14 green_LineProfile_5.tif,25.36,31.77,28.0,0.04107,0.1774,25.15,4
092617_14 green_LineProfile_6.tif,25.47,32.8,28.0,0.04048,0.1531,23.07,10
092617_14 green_LineProfile_7.tif,66.3,67.6,67.0,0.05805,0.0378,15.02,12
092617_14 green_LineProfile_8.tif,72.27,73.55,73.0,0.06933,0.04427,17.58,16
092617_22 green_LineProfile_1.tif,27.76,31.47,31.0,0.03388,0.06172,31.46,7
092617_22 green_LineProfile_2.tif,36.41,38.84,38.0,0.04249,0.066,13.28,15
092617_22 green_LineProfile_3.tif,3.39,7.34,4.0,0.05038,0.07197,15.86,2
092617_22 green_LineProfile_4.tif,34.25,40.54,38.0,0.03871,0.1209,27.74,13
092617_22 green_LineProfile_5.tif,20.03,31.84,21.0,0.05097,0.2898,21.24,7
092617_22 green_LineProfile_6.tif,32.14,40.9,38.0,0.09698,0.3475,26.29,12
092617_22 green_LineProfile_7.tif,34.28,38.73,38.0,0.0564,0.1096,21.72,14
092617_22 green_LineProfile_8.tif,25.09,43.91,38.0,0.1295,1.224,38.25,8
092617_23 green_LineProfile_2.tif,8.038,9.508,9.0,0.01578,0.0116,10.95,3
092617_23 green_LineProfile_3.tif,10.51,12.03,11.0,0.0158,0.01201,15.87,5
092617_23 green_LineProfile_4.tif,81.43,82.65,82.0,0.03781,0.02296,14.62,29
092617_23 green_LineProfile_5.tif,43.51,44.44,44.0,0.02103,0.00986,16.74,16
092617_23 green_LineProfile_6.tif,13.6,14.39,14.0,0.0137,0.005417,18.09,5
092617_23 green_LineProfile_7.tif,27.84,28.15,28.0,0.004365,0.0006972,46.76,4
092617_23 green_LineProfile_8.tif,27.52,28.51,28.0,0.00792,0.003908,44.29,3
092617_24 green_LineProfile_1.tif,44.38,45.74,45.0,0.03732,0.02544,8.696,20
092617_24 green_LineProfile_2.tif,44.43,47.63,47.0,0.04582,0.07876,13.06,20
092617_24 green_LineProfile_3.tif,44.43,45.94,45.0,0.034,0.02557,6.84,18
092617_24 green_LineProfile_4.tif,44.45,45.55,45.0,0.0408,0.0225,6.744,17
092617_24 green_LineProfile_5.tif,2.286,3.835,3.0,0.04383,0.03395,8.337,2
092617_24 green_LineProfile_6.tif,2.197,6.378,3.0,0.02031,0.04271,26.43,2
092617_24 green_LineProfile_7.tif,14.06,15.61,15.0,0.045,0.03496,5.924,7
092617_24 green_LineProfile_8.tif,62.5,66.59,63.0,0.02838,0.07052,13.7,25
