,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
022718_16a green_LineProfile_1.tif,15.87,16.32,16,0.001228,0.0002778,93.41,2
022718_16a green_LineProfile_2.tif,51.24,57.54,54,0.005761,0.01871,17.17,9
022718_16a green_LineProfile_3.tif,55.56,71.74,60,0.006916,0.04918,32.53,12
022718_16a green_LineProfile_4.tif,63.75,88.61,67,0.008363,0.1103,39.94,14
022718_16a green_LineProfile_5.tif,27.12,78.07,33,0.01483,0.3653,60.02,7
022718_16a green_LineProfile_6.tif,53.11,106,60,0.01686,0.3846,64.33,12
022718_16a green_LineProfile_7.tif,28.06,106,73,0.0218,0.8165,86.87,6
022718_16a green_LineProfile_8.tif,79.05,106,90,0.02084,0.3339,32.05,10
022718_16b green_LineProfile_1.tif,1,106,77,0.0258,1.372,100,1
022718_16b green_LineProfile_2.tif,66.72,106,80,0.0196,0.3807,53.45,8
022718_16b green_LineProfile_3.tif,73.71,100.5,90,0.01133,0.1283,38.73,11
022718_16b green_LineProfile_4.tif,6.514,24.79,18,0.01393,0.06353,32.5,3
022718_16b green_LineProfile_5.tif,31.3,46.94,38,0.006926,0.05551,21.57,5
022718_16b green_LineProfile_6.tif,56.35,59.23,59,0.002207,0.003631,46.4,8
022718_16b green_LineProfile_7.tif,67.39,70.32,69,0.002195,0.004654,50.78,2
022718_16b green_LineProfile_8.tif,11.71,16.96,16,0.005769,0.01571,44.9,3
022718_17a green_LineProfile_1.tif,50.52,54.9,54,0.006044,0.01345,23.16,12
022718_17a green_LineProfile_2.tif,41.19,85.94,61,0.0167,0.3234,62.77,10
022718_17a green_LineProfile_3.tif,48.62,107,87,0.02595,0.7015,87.17,6
022718_17a green_LineProfile_4.tif,51.05,107,87,0.03498,1.059,86.54,9
022718_17a green_LineProfile_5.tif,37.33,107,87,0.04159,1.417,94.24,5
022718_17a green_LineProfile_6.tif,26.34,107,87,0.05428,2.056,96.16,6
022718_17a green_LineProfile_7.tif,54.05,107,107,0.05867,1.792,80.1,8
022718_17a green_LineProfile_8.tif,24.34,107,106,0.07856,3.1,92.56,4
022718_17b green_LineProfile_1.tif,61.25,106,106,0.07553,1.773,67.51,5
022718_17b green_LineProfile_2.tif,50,107,101,0.04555,1.574,80.96,8
022718_17b green_LineProfile_3.tif,53.42,107,106,0.04127,1.055,91.91,12
022718_17b green_LineProfile_4.tif,68.09,107,101,0.02795,0.73,78.81,10
022718_17b green_LineProfile_5.tif,41.32,107,105,0.03725,1.529,82.98,7
022718_17b green_LineProfile_6.tif,44.8,107,106,0.03059,1.061,89.33,6
022718_17b green_LineProfile_7.tif,26.65,107,103,0.02774,1.001,94.06,2
022718_17b green_LineProfile_8.tif,59.05,107,94,0.01912,0.5666,85.65,9
022718_18a green_LineProfile_1.tif,,,,,,,1
022718_18a green_LineProfile_2.tif,22.56,23.96,23,0.002821,0.001984,76.78,3
